Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
My Boy Only Breaks His Favorite Toys,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401030,"1,161",44,161916445,"3,784","17,036,800",83,13509432,180327,,,,,32,"1,456",,7,"176,069",27,"2,674,527","2,560",,"47,529",,0
Dandini Dandini Dastana,"Hey Dostum, ��",Derya Yildirim,2/10/2023,DEE882214257,"1,165",44,12750,8,137,9,520926927,1601560,,,,,,7,,,,,,,,186,,0
Florida!!! (feat. Florence + the Machine),THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401035,"1,162",44,140177107,"3,866","16,996,059",,13707215,189148,18200,6292326,45866138,,19,"2,111",,3,"44,338",41,"1,517,277","2,475",,"68,490",,1
Legends,Legends,Juice WRLD,6/22/2018,USUG11801263,"1,166",44,681282854,"118,639","18,809,173",63,186468599,1849004,36108,21004398,157362351,"1,460,530",16,70,,19,"62,644",2,"51,320,211","87,163","136,120,053","1,025,107",,1
Black Beatles,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,USUM71603293,"1,164",44,972005229,"186,174","27,470,180",69,1178473071,9750786,80426,32338631,184153973,"189,211,405",160,"37,555",108,45,"153,694",47,"372,431,461","173,599",,"12,673,047",,1
King Size,Feed Tha Streets III,Roddy Ricch,11/18/2022,USAT22220949,"1,163",44,3248779,"3,105","291,653",33,590470795,8815644,113,7218,297262,"440,677,355",,28,,,,,"179,455",70,,,,1
Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,9/3/2021,USUG12104399,"1,168",43.9,459480135,"137,691","22,202,207",68,94845922,710635,97707,54238635,550340528,"27,126,576",77,"1,996",608,24,"203,415",46,"63,766,205","182,395",,"1,506,723",,1
Linger - SiriusXM Session,SiriusXM Session,Royel Otis,5/31/2024,FRX872443806,"1,171",43.9,8053814,908,"11,708,987",69,,,74700,46235180,345797900,,16,,,1,"120,583",61,"207,576",91,,,,0
SLOW DANCING IN THE DARK,SLOW DANCING IN THE DARK,Joji,9/12/2018,ZZOPM1800452,"1,167",43.9,1291244134,"241,882","48,328,259",29,576756813,6989481,976742,252216973,1853292133,"140,688,974",39,"1,059",116,6,"14,150",3,"18,782,933","75,869","3,484,302","1,785,813",,1
BIPOLAR,BIPOLAR,Peso Pluma,9/7/2023,QMBZ92388584,"1,169",43.9,222295526,"18,049","13,695,569",,110937613,675774,26622,6784,83048,"164,839,813",9,"1,235",4,6,"1,331,099",10,"7,908,175","3,651","3,807,803","872,796",,1
Addicted,Addicted (feat. Ink) - Single,Zerb,3/29/2024,NLRD52350359,"1,170",43.9,63142772,"7,213","65,806,267",79,320436,6638,7812,3088170,63352002,,23,"22,016",53,18,"586,251",44,"4,517,869",457,,"512,040",,1
Besos Moja2,Besos Moja2,Wisin & Yandel,9/29/2022,USSD12200829,"1,176",43.8,416361102,"48,450","23,910,344",69,251373932,911711,460773,158067701,1931498021,"6,946,855",42,"35,473",26,25,"555,110",47,"9,511,526",888,,"739,386",,0
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,9/14/2018,USAT21811087,"1,173",43.8,996942947,"188,378","27,325,666",71,614755305,5707814,517615,50143641,424030507,"52,825,959",40,"63,944",56,31,"108,234",17,"165,992,311","128,939",,"6,648,622",,1
El Chico Del Apartamento 512 - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402909,"1,174",43.8,195435575,15,"74,994",,,,,,,,1,,,1,"19,628",1,"45,270,647","23,206",,,,0
Papercut,Papercuts,Linkin Park,4/12/2024,USWB11201315,"1,177",43.8,497285757,130,"484,758",,,,,,,,,,,,,,,,,,,0
Chanel,Chanel,Becky G,3/30/2023,USRC12300804,"1,175",43.8,287853890,"21,244","8,675,975",65,267142398,1552179,98312,44289816,550080768,"411,799,517",31,"1,280",65,12,"378,233",20,"32,344,279","4,466",,"546,765",,0
Otro Trago,Sue��,Sech,4/18/2019,QM9WM1900120,"1,172",43.8,693061510,"73,605","21,529,712",63,1315371330,9042596,263379,6844512,81046643,"278,722,746",56,"11,331",30,9,"344,693",38,"80,895,090","47,467",,"3,179,632",,1
Back In Blood (feat. Lil Durk),Back In Blood (feat. Lil Durk),Pooh Shiesty,11/6/2020,USAT22007048,"1,180",43.7,378239461,"126,894","19,992,900",62,477876565,3072709,95993,30522237,230352883,"232,331,604",72,"96,321",198,4,"56,079",17,"82,609,483","36,243",,"1,280,704",,1
Jugaste y Sufr�,Corta Venas,Eslabon Armado,12/18/2020,USE7D2000268,"1,182",43.7,492509763,"83,013","10,228,918",70,420395103,3706590,144000,92852948,624633508,"3,613,322",17,244,,2,156,13,"21,099,906","32,737","33,569,805","2,849,462",,0
Una Foto Remix (feat. Emilia),Una Foto Remix (feat. Emilia),Mesita,1/5/2024,UYS642300003,"1,181",43.7,206001461,"15,932","35,397,476",78,45907269,307741,,998400,13500000,,14,"11,512",,26,"552,100",21,"148,059",331,,"394,118",,0
Religiously,Religiously,Bailey Zimmerman,3/17/2023,USWB12300537,"1,178",43.7,225556005,"25,164","10,017,767",73,23904394,111346,73524,5688685,56949752,"243,552,012",28,"154,327",117,2,644,17,"92,243,007","13,325","2,899,190","594,487",,0
What Happened To Virgil (feat. Gunna),7220,Lil Durk,3/11/2022,USQX92200954,"1,179",43.7,144889291,"63,045","7,698,742",59,98375891,844144,96486,68284710,515213856,"65,793,712",31,"131,447",726,3,"245,510",13,"20,715,332","10,912","27,110,567","1,047,166",,1
Hello,Hello,Adele,10/23/2015,GBBKS1500214,"1,186",43.6,1550553401,"140,637","42,531,792",68,347935820,3794833,209908,68479244,707793848,"1,006,781",288,"52,436",119,166,"496,477",40,"919,585,690","959,806",,"11,659,524",,0
HAY LUPITA,HAY LUPITA - Single,Lomiiel,3/28/2024,QZHNA2429530,"1,187",43.6,22692011,"1,996","19,217,759",71,51510163,439315,6538,9803472,84927420,"5,782,251",13,"1,909",,4,"492,038",,"125,762","1,408",,"516,845",,0
Gatita,Gatita,Bellakath,10/5/2022,QZPLR2286558,"1,184",43.6,218661601,"25,714","8,048,259",57,173995566,1354818,1961387,191009331,2353588008,"324,051",8,"13,477",600,3,"154,370",24,"4,469,095","7,776","38,842","873,692",,0
World on Fire,NATE SMITH (DELUXE),Nate Smith,4/28/2023,USRN12300006,"1,183",43.6,100360956,"15,383","9,521,311",69,12196961,98714,45372,6096788,57109846,,19,"242,951",37,6,"23,353",17,"66,436,990","4,806",,"415,236",,0
Love You Anyway,Love You Anyway,Luke Combs,2/10/2023,US6XF2100158,"1,185",43.6,164507374,"29,896","7,920,265",67,47201934,291689,127315,21357285,220946119,"389,278,042",20,"146,916",4,2,592,23,"124,948,868","11,423",,"624,045",,0
MOJABI GHOST,DATA,Tainy,6/29/2023,USA2P2331985,"1,188",43.5,368429447,"46,625","20,677,828",75,74049864,676666,3207,955307,6911099,"638,649,904",52,"4,683",49,11,"847,361",10,"6,221,683","1,262",,"715,485",,1
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208963,"1,194",43.4,426936498,"118,020","24,734,503",74,124386115,2134071,34724,16024927,186922543,"1,303,000,868",48,"13,141",122,21,"357,536",45,"8,689,010","3,163",,"1,452,569",,1
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208792,"1,191",43.4,325654069,"108,296","18,764,224",71,21886334,217873,,3,19,"7,326,120",15,311,,4,"73,801",6,"2,079,133","1,461",,"660,445",,1
Volv�,La m��sica de @Gina Yei: #ConTodoElCoraz��nYM��s (Banda Sono,Didi Romero,1/11/2023,QZTJ32100010,"1,192",43.4,47586,60,"2,805",,543509003,3372617,,,,"560,891,372",,,,,,,,,,136,,0
You're Really Funny,Rly Funny - EP,Crocodyle,11/11/2022,QMEU32216759,"1,190",43.4,,9,31,,631421040,3549192,,,,,,6,,,,,,,,45,,0
Papercut,Papercuts,Linkin Park,4/12/2024,USWB12401897,"1,193",43.4,497285757,4,466,,,,,,,,,,,,,,,,476,,,0
Earned It (Fifty Shades Of Grey),Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,2/10/2015,USUG11500923,"1,195",43.4,1667089416,"97,707","24,754,802",69,955666073,8354260,331766,121101434,1048617583,"203,635,578",26,,91,11,"278,161",20,"1,063,784,773","693,592","13,875,776",,,1
Gucci Gang,Gucci Gang,Lil Pump,8/31/2017,USWB11701486,"1,189",43.4,648757330,"66,961","13,429,975",55,1402505864,15657910,1404568,27119678,243585831,"200,186,337",62,"13,516",6,20,"52,013",5,"79,188,658","496,624",,"2,724,063",,1
La Bebe,LPM,Yng Lvcas,12/24/2021,QZTAT2174000,"1,198",43.3,255707376,"35,404","4,489,095",64,132383657,926647,3955024,237343814,3229349729,,4,"3,835",44,,,2,"1,505,248","8,802",,"1,296,219",,1
Jaded,Endless Summer Vacation,Miley Cyrus,3/10/2023,USSM12209778,"1,197",43.3,173349210,"22,117","9,481,406",65,69971780,926126,12719,7349390,120314198,"24,140,873",40,"225,522",416,41,"782,200",20,"56,973,358","6,891",,,,1
Bye,Bye,Peso Pluma,5/26/2023,QM6P42321186,"1,196",43.3,252239644,"24,974","6,379,185",65,157154307,1031138,408410,96001756,1121997176,,35,692,,3,"132,211",11,"18,131,311","9,970",,"415,733",,1
L$d,Deaf 2 Society,Luclover,4/22/2022,QZHN42243265,"1,199",43.3,34621941,"15,846","2,877,860",36,4019929,89953,5003856,589943665,5720070197,"86,746,342",1,261,734,2,"25,486",3,"250,124",597,,"539,017",,1
Wolves,Wolves,Selena Gomez,10/25/2017,USUM71712103,"1,200",43.3,1358424406,"123,735","33,188,573",71,930929767,8736302,961584,29990673,253791542,"360,395,375",116,"104,652",14,53,"382,928",33,"172,588,260","120,004","17,138,164","7,290,982",,0
Scars To Your Beautiful,Know-It-All,Alessia Cara,11/13/2015,USUM71506811,"1,201",43.2,1422563654,"129,568","38,951,634",71,710718042,9930759,4732710,104484107,736544909,"461,321,746",138,"171,774",288,39,"217,966",26,"462,206,026","174,621","19,565,726","113,684",,0
FRI(END)S,FRI(END)S,V,3/15/2024,USA2P2411822,"1,203",43.2,196612187,"3,800","44,868,049",85,38102046,2794580,,2941,26700,"119,265,847",16,"5,014",95,33,"11,190,250",11,"1,934,224",135,,"226,475",,0
Surface Pressure,Encanto (Original Motion Picture Soundtrack),Jessica Darrow,11/19/2021,USWD12112914,"1,204",43.2,318018082,"41,062","14,552,186",65,580242930,3471774,103897,128850291,1100134488,"67,010,140",35,"2,041",155,1,"10,044",18,"49,383,663","66,811","2,375,505","466,130",,0
